timestamp;file;line;type_evenement;message
2025-09-19 12:00:02;questions.csv;;READ_OK;76 rows to process
2025-09-19 12:00:02;questions.csv;1;QUESTION_OK;count=3 correct=1 q='Que signifie le sigle No-SQL ?'
2025-09-19 12:00:02;questions.csv;2;QUESTION_OK;count=4 correct=1 q='Cassandra et HBase sont des bases de données'
2025-09-19 12:00:02;questions.csv;3;QUESTION_OK;count=4 correct=1 q='MongoDB et CouchDB sont des bases de données'
2025-09-19 12:00:02;questions.csv;4;QUESTION_OK;count=4 correct=1 q='OrientDB et Neo4J sont des bases de données'
2025-09-19 12:00:02;questions.csv;5;QUESTION_OK;count=3 correct=1 q='Pour indexer des données textuelles, je peux utiliser'
2025-09-19 12:00:02;questions.csv;6;QUESTION_OK;count=4 correct=1 q='A quoi faire attention lorsqu'on choisit un système de base de données ?'
2025-09-19 12:00:02;questions.csv;7;QUESTION_OK;count=3 correct=1 q='Quels sont les trois éléments constitutifs de Hadoop ?'
2025-09-19 12:00:02;questions.csv;8;QUESTION_OK;"count=3 correct=1 q='Lors de l'étape de Map d'un wordcount appliqué à la phrase ""cette phrase est une phrase"", les valeurs émises sont:'"
2025-09-19 12:00:02;questions.csv;9;QUESTION_OK;count=3 correct=1 q='Dans Hadoop, les combiners permettent'
2025-09-19 12:00:02;questions.csv;10;QUESTION_OK;count=3 correct=1 q='Dans Hadoop, les partitioners permettent'
2025-09-19 12:00:02;questions.csv;11;QUESTION_OK;count=3 correct=1 q='Le théorème CAP oppose'
2025-09-19 12:00:02;questions.csv;12;QUESTION_OK;count=3 correct=1 q='Hive permet'
2025-09-19 12:00:02;questions.csv;13;QUESTION_OK;count=4 correct=1 q='Spark se différencie de Hadoop par'
2025-09-19 12:00:02;questions.csv;14;QUESTION_OK;count=2 correct=1 q='Un système de messagerie asynchrone permet de décorréler les consommateurs et les producteurs'
2025-09-19 12:00:02;questions.csv;15;QUESTION_OK;count=4 correct=1 q='Kafka est système de messagerie'
2025-09-19 12:00:02;questions.csv;16;QUESTION_OK;count=4 correct=1 q='L'architecture lambda présente les couches'
2025-09-19 12:00:02;questions.csv;17;QUESTION_OK;count=3 correct=1 q='Docker est utilisé'
2025-09-19 12:00:02;questions.csv;18;QUESTION_OK;count=3 correct=1 q='Docker permet de persister des changements'
2025-09-19 12:00:02;questions.csv;19;QUESTION_OK;count=3 correct=1 q='Des containers Docker peuvent communiquer entre eux grâce à'
2025-09-19 12:00:03;questions.csv;20;QUESTION_OK;count=3 correct=1 q='DockerHub est'
2025-09-19 12:00:03;questions.csv;21;QUESTION_OK;count=3 correct=1 q='Docker-compose est'
2025-09-19 12:00:03;questions.csv;22;QUESTION_OK;count=3 correct=1 q='Lequel de ces problème est un problème de classification:'
2025-09-19 12:00:03;questions.csv;23;QUESTION_OK;count=6 correct=3 q='Lequel de ces problème est un problème de classification'
2025-09-19 12:00:03;questions.csv;25;QUESTION_OK;count=2 correct=1 q='Est-ce que les algorithmes de classification permettent de donner une probabilité d’appartenance à une classe plutôt que simplement l’étiquette?'
2025-09-19 12:00:03;questions.csv;26;QUESTION_OK;count=3 correct=1 q='Quelle métrique est utilisée en classification ?'
2025-09-19 12:00:03;questions.csv;27;QUESTION_OK;count=3 correct=1 q='Quel algorithme est mieux adapté à un jeu de données majoritairement composé de variables qualitatives?'
2025-09-19 12:00:03;questions.csv;28;QUESTION_OK;count=2 correct=1 q='Dans un problème de fraude bancaire, la précision est-elle une métrique adaptée?'
2025-09-19 12:00:03;questions.csv;29;QUESTION_OK;count=3 correct=1 q='De donner une meilleure métrique dans toutes les situations'
2025-09-19 12:00:03;questions.csv;30;QUESTION_OK;count=3 correct=1 q='La spécificité est définie par (V: vrai, F: faux, P: positif, N: négatif) :'
2025-09-19 12:00:03;questions.csv;31;QUESTION_OK;count=3 correct=1 q='La sensibilité est définie par (V: vrai, F: faux, P: positif, N: négatif) :'
2025-09-19 12:00:03;questions.csv;32;QUESTION_OK;count=4 correct=1 q='Hadoop permet de:'
2025-09-19 12:00:03;questions.csv;33;QUESTION_OK;count=4 correct=1 q='Dans le paradigme MapReduce, les combiners servent à:'
2025-09-19 12:00:03;questions.csv;34;QUESTION_OK;count=4 correct=1 q='Dans le paradigme MapReduce, les partitioners servent à:'
2025-09-19 12:00:03;questions.csv;35;QUESTION_OK;count=4 correct=1 q='L'utilisation de systèmes distrubués permet'
2025-09-19 12:00:03;questions.csv;36;QUESTION_OK;count=4 correct=1 q='Hadoop streaming est un outil qui permet'
2025-09-19 12:00:03;questions.csv;37;QUESTION_OK;count=3 correct=1 q='Dans le cas d'une architecture distribuée, le théorème CAP nous oblige à choisir entre:'
2025-09-19 12:00:03;questions.csv;38;QUESTION_OK;count=3 correct=1 q='Hive est'
2025-09-19 12:00:03;questions.csv;39;QUESTION_OK;count=3 correct=1 q='Pour Hive, partitioner consiste à'
2025-09-19 12:00:03;questions.csv;40;QUESTION_OK;count=4 correct=1 q='Pig permet'
2025-09-19 12:00:03;questions.csv;41;QUESTION_OK;count=4 correct=1 q='Sqoop est utilisé'
2025-09-19 12:00:03;questions.csv;42;QUESTION_OK;count=3 correct=1 q='Data science is ...'
2025-09-19 12:00:03;questions.csv;43;QUESTION_OK;count=2 correct=1 q='Its applications are ...'
2025-09-19 12:00:03;questions.csv;44;QUESTION_REJECTED;What are the first things you want to do when you start a Data Science project ? -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;45;QUESTION_OK;count=3 correct=1 q='Are every datasets worth a Data Science project ?'
2025-09-19 12:00:03;questions.csv;46;QUESTION_REJECTED;When the dataset is all set and obtained, what do you need to do ? -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;47;QUESTION_REJECTED;What are the best tools you can use when starting a project? -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;48;QUESTION_OK;count=2 correct=1 q='When building a model, you have to'
2025-09-19 12:00:03;questions.csv;49;QUESTION_OK;count=2 correct=1 q='Your model is all done and working, what's next?'
2025-09-19 12:00:03;questions.csv;50;QUESTION_OK;count=4 correct=1 q='What is Machine learning ?'
2025-09-19 12:00:03;questions.csv;51;QUESTION_REJECTED;Supervised learning ... -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;52;QUESTION_REJECTED;Unsupervised learning ... -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;53;QUESTION_OK;count=3 correct=1 q='Classification'
2025-09-19 12:00:03;questions.csv;54;QUESTION_OK;count=3 correct=1 q='Regression'
2025-09-19 12:00:03;questions.csv;55;QUESTION_OK;count=3 correct=1 q='Overfitting is'
2025-09-19 12:00:03;questions.csv;56;QUESTION_OK;count=3 correct=2 q='A way to handle imbalanced datasets is'
2025-09-19 12:00:03;questions.csv;57;QUESTION_OK;count=4 correct=1 q='Pourquoi utiliser des APIs?'
2025-09-19 12:00:03;questions.csv;58;QUESTION_OK;count=4 correct=1 q='En utilisant Flask, on permet à un utilisateur ou à une machine d'utiliser un service avec'
2025-09-19 12:00:03;questions.csv;59;QUESTION_OK;count=4 correct=1 q='Pourquoi utiliser Docker?'
2025-09-19 12:00:03;questions.csv;60;QUESTION_OK;count=4 correct=1 q='Si on fait un parallèle avec la programmation orientée objet, les images de containers Docker sont l'équivalent des'
2025-09-19 12:00:03;questions.csv;61;QUESTION_OK;count=4 correct=1 q='Pour faciliter le passage de fichiers entre la machine hôte et un container Docker, on peut utiliser les'
2025-09-19 12:00:03;questions.csv;62;QUESTION_OK;count=4 correct=1 q='Pour faciliter la communication entre la machine hôte et un container Docker, on peut utiliser les'
2025-09-19 12:00:03;questions.csv;63;QUESTION_OK;count=4 correct=1 q='Quelle commande permet de lancer un container Docker ?'
2025-09-19 12:00:03;questions.csv;65;ANSWER_IGNORED;answer='A répertorier les images publiques de containers'
2025-09-19 12:00:03;questions.csv;65;ANSWER_MERGED;answer='A déployer plusieurs containers en même temps'
2025-09-19 12:00:03;questions.csv;65;ANSWER_IGNORED;answer='A créer sa propre image Docker'
2025-09-19 12:00:03;questions.csv;65;ANSWER_IGNORED;answer='Tous ces points'
2025-09-19 12:00:03;questions.csv;64;QUESTION_OK;count=4 correct=2 q='A quoi sert Docker-Compose ?'
2025-09-19 12:00:03;questions.csv;66;QUESTION_OK;count=4 correct=1 q='Dans Airflow, le DAG répertorie'
2025-09-19 12:00:03;questions.csv;67;QUESTION_OK;count=3 correct=1 q='Quelle est la différence entre le processing time et le event time ?'
2025-09-19 12:00:03;questions.csv;68;QUESTION_OK;count=4 correct=1 q='Kafka est un système de messagerie'
2025-09-19 12:00:03;questions.csv;69;QUESTION_REJECTED;Dans Kafka, les brokers permettent de -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;70;QUESTION_REJECTED;Dans Kafka, dans un consumer group, les consommateurs accédent -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;71;QUESTION_REJECTED;Quelle est la différence entre Hadoop et Spark? -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;72;QUESTION_REJECTED;Quelle librairie de Spark n’existe pas ? -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;73;QUESTION_REJECTED;Que signigie RDD ? -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;74;QUESTION_REJECTED;Qu’est-ce que le DAG ? -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;75;QUESTION_REJECTED;Les Dstreams sont définis par -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;76;QUESTION_REJECTED;Dans HBase, les données sont stockées par -> MISSING_CORRECT'
2025-09-19 12:00:03;questions.csv;;SUMMARY;Questions accepted: 61 | rejected: 13 | total: 74
